category,description,item_type,uom,unit_cost,sample_count,source
"Floor Systems, Deck & Posts",Install structural flooring where required.,Lab,Hour,69.91,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",Install timber fascia to perimeter of deck.,Lab,Hour,82.5,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",J1 130X45 LVL 13,Mat,lm,18.73,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",J2 150X45 LVL 13,Mat,lm,21.61,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",J3 200X45 LVL 13,Mat,lm,28.82,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",J4 240X45 LVL 13,Mat,lm,34.57,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",J5 125X50 F17 HWD CCA TREATED,Mat,lm,27.52,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",LOWER LEVEL 2.4M TP 100X100 F14 HWD POST CCA TREATED,Mat,ea,160.74,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts","Labour, carpentry, project management, consult and confirm with engineer and materials",MatLab,Allowance,1078.0,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",Pre coat decking prior to laying.,Lab,Hour,49.5,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",Prep and prime hardwood timbers.,Lab,Hour,50.14,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",Scyon Secura Interior flooring to wet areas,Mat,m2,89.23,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts","Set out bearers, joists and posts.",Lab,Hour,76.79,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",Structaflor H2 to new joists,Mat,m2,22.66,1,Constitution 2024-25 x1.10
"Floor Systems, Deck & Posts",Supply timber fascia to perimeter of deck.,Mat,lm,66.0,1,Constitution 2024-25 x1.10
Footings to Blocks,Bar Chairs - SOG 50/65,Mat,100/pack,20.8,2,Carberry 2025 x1.04
Footings to Blocks,Bar Chairs - TM Supports 290 x 65mm,Mat,20/pack,23.92,1,Carberry 2025 x1.04
Footings to Blocks,Bottom - Deformed Bar - N12 x 6000mm (Straight),Mat,each,16.17,1,Carberry 2025 x1.04
Footings to Blocks,Concrete - Delivery - Truck Standby Time,Mat,hr,124.8,3,Carberry 2025 x1.04
Footings to Blocks,Concrete - Grey Base - 20/25 Mpa - Zone 1,Mat,m3,277.99,1,Carberry 2025 x1.04
Footings to Blocks,Concrete Pump - Minimum Charge,Lab,each,1560.0,2,Carberry 2025 x1.04
Footings to Blocks,Heel Footing to Block - Starter Bars - N12 to suit,Mat,each,5.24,1,Carberry 2025 x1.04
Footings to Blocks,Prep and pour footings - Concretor Labour - Day Rate (Premium),Lab,day,915.2,1,Carberry 2025 x1.04
Footings to Blocks,Toe Footing to Block - Starter Bars - N12 to suit,Mat,each,8.73,1,Carberry 2025 x1.04
Footings to Blocks,Top - Deformed Bar - N12 x 6000mm (Straight),Mat,each,16.17,1,Carberry 2025 x1.04
Footings to Blocks,Trench Mesh - L12TM4  12 x 300 x 6000mm,Mat,each,102.21,2,Carberry 2025 x1.04
Footings to Blocks,X-Axis Supply - Deformed Bar - N12 x 6000mm (Straight),Mat,each,16.17,1,Carberry 2025 x1.04
Footings to Blocks,Y-Axis Supply - Deformed Bar - N12 x 6000mm (Straight),Mat,each,16.17,1,Carberry 2025 x1.04
"Front Carport,",Beams and Trusses,Mat,Allowance,3973.2,1,Hilda 2021-22 x1.29
"Front Carport,",CARTAGE/ TRANSPORT,Sub,Ea,232.2,1,Hilda 2021-22 x1.29
"Front Carport,",Carpentry set up and pour post footings,Lab,Hour,83.85,1,Hilda 2021-22 x1.29
"Front Carport,","Carpentry, Set out for carport",Lab,Hour,83.85,1,Hilda 2021-22 x1.29
"Front Carport,","Carpentry. Frame and install gable ends, facia's, soffits, vertical batten to front gable",Lab,Hour,78.57,1,Hilda 2021-22 x1.29
"Front Carport,","Carpentry. Install beams and roof frame, tie down and bracing",Lab,Hour,75.25,1,Hilda 2021-22 x1.29
"Front Carport,",Concrete for post footings,Mat,m3,258.0,1,Hilda 2021-22 x1.29
"Front Carport,",Hook up new roof to stormwater system,Sub,Allowance,1032.0,1,Hilda 2021-22 x1.29
"Front Carport,","Materials, Framing, cladding, fascia's, soffits",Mat,Allowance,1011.32,1,Hilda 2021-22 x1.29
"Front Carport,",Miscellaneous consumables and fixings,Mat,Allowance,258.0,1,Hilda 2021-22 x1.29
"Front Carport,","Roofing and guttering to match existing. Metal Corrugated, Metal battens, Supply and install Anticon blanket insulation.",Sub,Allowance,6654.05,1,Hilda 2021-22 x1.29
"Front Carport,","Roofing, Edge Protection System, installation and removal",Mat,Allowance,967.5,1,Hilda 2021-22 x1.29
"Front Carport,",Steel posts,Mat,Allowance,258.0,1,Hilda 2021-22 x1.29
"Front Fence, Balustrade, Screens",SCREENING UNDER HOUSE LABOUR,Lab,ea,79.43,1,Hilda 2021-22 x1.29
"Front Fence, Balustrade, Screens",Screening Under House,Mat,ea,539.01,1,Hilda 2021-22 x1.29
"Front Fence, Balustrade, Screens","Supply & install aluminium fence panels with vertical slats. Gate, screening and balustrade, window hoods",Sub,Allowance,7457.7,1,Hilda 2021-22 x1.29
Front Stairs,"Carpenter, Install steel stringers and treads",Mat,Hour,80.62,1,Hilda 2021-22 x1.29
Front Stairs,Fixings and concrete,Mat,ea,0.48,1,Hilda 2021-22 x1.29
Front Stairs,"Front Stairs, steel stringers, hot dipped galvanised",Mat,pair,1127.46,1,Hilda 2021-22 x1.29
Garage Door,Garage door as per Dynamic Doors quote,Mat,Ea,1608.63,1,Hilda 2021-22 x1.29
Garage Door,Jamb Seal Kit,Mat,Ea,254.13,1,Hilda 2021-22 x1.29
Garage Door,"Remove existing door and prepare the area for the new garage door as per the Dynamic Doors quote. Slimline Double door, Sectional 4 panels, Dover White.",Sub,Ea,76.05,1,Benecia 2022-23 x1.17
Garage Door,Supply & fit new B&D sectional Garage Door. Re-install existing Automatic Opener (No Warranty on existing automatic unit),Sub,Ea,2832.31,2,Benecia 2022-23 x1.17
Garage Doors,Garage door - sectional custom - up to - 5.4m wide - including motor,Lab,each,6864.0,1,Carberry 2025 x1.04
Glazing,4mm mirror with polished edges.,Mat,Ea,330.0,1,Constitution 2024-25 x1.10
Glazing,4mm mirror with polished edges. 1 @ 1000 x 1200,Sub,Ea,300.0,1,Constitution 2024-25 x1.10
Glazing,4mm mirror with polished edges. 1 @ 1100 x 800,Sub,Ea,220.0,1,Constitution 2024-25 x1.10
Glazing,"Aluminium French doors with Matt Black frames,",Mat,each,4735.32,1,Benecia 2022-23 x1.17
Glazing,"Bath: Frameless shower screen using 10mm clear toughened glass and polished chrome fittings. Consisting of a fixed panel, hinged door and return panel. 1 @ 2200 x 1200 x 900",Sub,Ea,13378.2,1,Constitution 2024-25 x1.10
Glazing,"Bath: Frameless shower screen using 10mm clear toughened glass and polished chrome fittings. Consisting of a fixed panel, hinged door and return panel. 1 @ 2200 x 1200 x 900",Mat,Ea,1778.19,1,Constitution 2024-25 x1.10
Glazing,Bathroom ground floor: Shower panel using 10mm clear toughened glass and polished chrome fittings. 1 @ 2000 x 1100,Sub,Ea,1404.0,2,Benecia 2022-23 x1.17
Glazing,"Bathroom, lower floor: Shower panel and door using 10mm clear toughened glass and polished chrome fittings.",Mat,ea,2322.0,2,Hilda 2021-22 x1.29
Glazing,"Bathroom, upper floor: Shower panel using 10mm clear toughened glass and polished chrome fittings.",Sub,Ea,1116.43,2,Hilda 2021-22 x1.29
Glazing,"Bathroom: Frameless shower screen using 10mm clear toughened glass and polished chrome fittings. Consisting of a fixed panel, hinged door",Mat,Ea,2420.0,1,Constitution 2024-25 x1.10
Glazing,"Bed 4+5 ensuite: Frameless shower screen using 10mm clear toughened glass. Consisting of a hinged door and fixed panel either side. Glass supporting shelf required. Owners to supply x7 fixing brackets, x2 hinges, x1 handle. 1 @ 2100 x 1600 approx.",Sub,Ea,2451.0,1,Hilda 2021-22 x1.29
Glazing,Clear Shield glass protection to shower screen,Sub,Ea,300.0,5,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10
Glazing,Clear Shield glass protection to shower screen,Mat,Ea,287.11,2,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10
Glazing,Ensuite 1: Frameless shower screen using 10mm clear toughened glass and polished chrome fittings. Consisting of a hinged door with fixed panel either side. 1 @ 2200 x 1750,Sub,Ea,2210.0,1,Constitution 2024-25 x1.10
Glazing,Ensuite 2: Frameless shower screen using 10mm clear toughened glass and polished chrome fittings. Consisting of a hinged door with fixed panel either side. 1 @ 2200 x 1820,Sub,Ea,2340.01,1,Constitution 2024-25 x1.10
Glazing,"Ensuite, upper floor: Shower panel and door using 10mm clear toughened glass and polished chrome fittings.",Sub,each,2591.73,2,Hilda 2021-22 x1.29
Glazing,Frameless shower screen using 10mm clear toughened glass and polished chrome brackets. Consisting of a fixed panel and hinged door. 1 @ 2000 x 800 x 400 approx.,Mat,Ea,1844.34,1,Benecia 2022-23 x1.17
Glazing,Main bath: Frameless shower panel using 10mm clear toughened glass. Glass supporting shelf required. Owners to supply x4 fixing brackets. 1 @ 2100 x 1200 approx.,Sub,Ea,1594.92,1,Hilda 2021-22 x1.29
Glazing,"Master ensuite: Frameless shower screen using 10mm clear toughened glass. Consisting of a hanged door and fixed panel either side. Glass supporting shelf required. Owners to supply x7 fixing brackets, x2 hinges, x1 handle. 1 @ 2100 x 1600 approx.",Sub,Ea,2451.0,1,Hilda 2021-22 x1.29
Glazing,"Mirror, lower bathroom, supplied by client. installation only",Lab,each,70.2,1,Benecia 2022-23 x1.17
Glazing,"Mirror, lower water closet",Sub,each,193.5,2,Hilda 2021-22 x1.29
Glazing,"Mirror, upper floor Ensuite",Sub,each,387.0,2,Hilda 2021-22 x1.29
Glazing,"Mirror, upper floor bathroom,",Sub,Ea,387.0,2,Hilda 2021-22 x1.29
Glazing,REPLACE BROKEN MIRROR,Sub,ea,433.4,1,Constitution 2024-25 x1.10
Glazing,Supply and install a mirror in the gym. 4mm mirror with polished edges. 1 @ 1800 x 900,Sub,each,676.47,1,Benecia 2022-23 x1.17
Glazing,Under stair wine store room door,Sub,each,2959.04,2,Benecia 2022-23 x1.17
Glazing,Under stair wine store room window,Mat,each,4199.24,2,Benecia 2022-23 x1.17
Glazing,Walk in robe: 4mm mirrors with polished edges fitted to wall. 2 @ 2000 x 900 approx.,Sub,Ea,1043.73,1,Hilda 2021-22 x1.29
Ground floor framing,"90 x 35 MGP 12 bottom plates, nogging",Mat,lm,300.88,2,Benecia 2022-23 x1.17
Ground floor framing,B2 Bearer 200x50 HWD,Mat,lm,51.6,1,Hilda 2021-22 x1.29
Ground floor framing,BR2 100 X 50MM HARDWOOD 4 @ 3.6M,Mat,each,81.53,1,Hilda 2021-22 x1.29
Ground floor framing,Bottom Plate (90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,lm,9.35,1,Constitution 2024-25 x1.10
Ground floor framing,Bottom Plate (Framing 3.0m x 90 x 35 Load bearing),Mat,lm,361.15,1,Hilda 2021-22 x1.29
Ground floor framing,Bottom Plate (LOADBEARING 90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,lm,9.35,1,Constitution 2024-25 x1.10
Ground floor framing,Bracing ply 4mm 3m 1200mm,Mat,ea,445.67,1,Constitution 2024-25 x1.10
Ground floor framing,Bracing ply 4mm 3m 900mm,Mat,ea,246.49,2,Constitution 2024-25 x1.10
Ground floor framing,"Bracing ply 4mm 3m. 14 x 900, 8 x 1200",Mat,Allowance,1075.7,1,Benecia 2022-23 x1.17
Ground floor framing,"Bracing ply 4mm 3m. 41 x 900, 8 x 1200",Mat,Allowance,1780.2,1,Hilda 2021-22 x1.29
Ground floor framing,Build and install lower level Pergola frame,Lab,Hour,77.71,1,Benecia 2022-23 x1.17
Ground floor framing,Build and install lower level wall frames,Lab,Hour,75.11,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Ground floor framing,DJ 170 x 45 LVL 13. 2 @ 2.4mm,Mat,each,166.22,1,Benecia 2022-23 x1.17
Ground floor framing,Delete building of the robe in the MPR,MatLab,Allowance,245.7,1,Benecia 2022-23 x1.17
Ground floor framing,"Fixings, Miscellaneous propping, framing timbers",Mat,Allowance,185.61,1,Hilda 2021-22 x1.29
Ground floor framing,"Fixings, threaded rod, nuts, nails, bolts, screws, Chemset",Mat,Allowance,47.94,1,Constitution 2024-25 x1.10
Ground floor framing,"Floor frame, front and rear deck frame,  Wesbeam system",Mat,Allowance,13037.58,1,Benecia 2022-23 x1.17
Ground floor framing,Install Scyon external flooring to new external decks,Lab,Hour,76.05,1,Benecia 2022-23 x1.17
Ground floor framing,Install Scyon flooring to new bathroom floor,Lab,Hour,83.85,1,Hilda 2021-22 x1.29
Ground floor framing,Install Structrfloor to new internal floor frame,Lab,Hour,81.88,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Ground floor framing,Install beams and floor systems,Lab,Hour,76.14,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Ground floor framing,Install bracing and tie down,Lab,Hour,76.05,6,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Ground floor framing,Install posts,Lab,Hour,76.61,1,Benecia 2022-23 x1.17
Ground floor framing,J1 100x50 HWD Joists 22 @ 1.8M,Mat,each,73.94,1,Hilda 2021-22 x1.29
Ground floor framing,James Hardie Flooring SCYON SECURA EXT 2700X600X19MM external decks,Mat,m2,4304.54,1,Benecia 2022-23 x1.17
Ground floor framing,James Hardie Flooring SCYON SECURA EXT 2700X600X19MM wet areas,Mat,m2,29.98,1,Hilda 2021-22 x1.29
Ground floor framing,L1 2 X 90 X 45 MGP 12. 2 @ .6M,Mat,each,74.3,1,Hilda 2021-22 x1.29
Ground floor framing,L1 90 x 45 MGP12 Lintel 1 @1.2m,Mat,Ea,29.99,1,Benecia 2022-23 x1.17
Ground floor framing,L2 140 X 45 MGP 12 Lintel. 2 @ 2.4m,Mat,each,146.57,1,Benecia 2022-23 x1.17
Ground floor framing,"L3 150 x 42 SMART LVL 15. 1@ 2.4M, 2 @ 1.2M",Mat,each,127.17,1,Hilda 2021-22 x1.29
Ground floor framing,L3 190 x 45 MGP 12 Lintel 1 @ 2.4m,Mat,each,97.62,1,Benecia 2022-23 x1.17
Ground floor framing,L3 190X35 F27 LINTEL,Mat,lm,49.12,1,Constitution 2024-25 x1.10
Ground floor framing,L4 170 X 42MM SMART LVL 2 @ 1.8M,Mat,Ea,222.91,1,Hilda 2021-22 x1.29
Ground floor framing,L4 200X45 LVL 13,Mat,lm,28.82,1,Constitution 2024-25 x1.10
Ground floor framing,L5 300 x 45 LVL 13 Lintel 1 @ 3.6m,Mat,Ea,220.02,1,Benecia 2022-23 x1.17
Ground floor framing,Lower ceiling frame modification to allow for centring of hallway down lights,Lab,Hour,82.5,1,Constitution 2024-25 x1.10
Ground floor framing,Nails (90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,each,0.02,1,Constitution 2024-25 x1.10
Ground floor framing,Nails (Framing 3.0m x 90 x 35 Load bearing),Mat,each,0.03,1,Hilda 2021-22 x1.29
Ground floor framing,Nails (Junctions and Jambs 2.7m 90 x 35 mgp12),Mat,each,0.03,1,Hilda 2021-22 x1.29
Ground floor framing,Nails (Junctions and Jambs 3m 90 x 35 MGP 12),Mat,each,0.03,1,Hilda 2021-22 x1.29
Ground floor framing,Nails (LOADBEARING 90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,each,0.02,1,Constitution 2024-25 x1.10
Ground floor framing,Nogs (90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,lm,9.35,1,Constitution 2024-25 x1.10
Ground floor framing,Nogs (Framing 3.0m x 90 x 35 Load bearing),Mat,lm,10.96,1,Hilda 2021-22 x1.29
Ground floor framing,Nogs (LOADBEARING 90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,lm,9.35,1,Constitution 2024-25 x1.10
Ground floor framing,"Pergola, lower rafters",Mat,each,1136.75,1,Benecia 2022-23 x1.17
Ground floor framing,"Plumb, pack and straighten wall frames",Lab,Hour,77.64,6,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Ground floor framing,"Power Truss, Fixings, threaded rod, nuts, bolts, nails, screws, Chemset",Mat,Allowance,203.19,1,Hilda 2021-22 x1.29
Ground floor framing,Ribbon Plate (Framing 3.0m x 90 x 35 Load bearing),Mat,lm,10.96,1,Hilda 2021-22 x1.29
Ground floor framing,Set out and mark out new wall frames,Lab,Hour,83.85,2,Hilda 2021-22 x1.29
Ground floor framing,Set out and mark out new wall frames and stairwell,Lab,Hour,73.12,2,Benecia 2022-23 x1.17
Ground floor framing,Set out and mark out new wall frames.,Lab,Hour,70.5,2,Constitution 2024-25 x1.10
Ground floor framing,Site Meeting,Lab,ea,75.73,1,Constitution 2024-25 x1.10
Ground floor framing,Structrfloor flooring 3600 X 800 X 19MM internal floor,Mat,m2,83.85,1,Hilda 2021-22 x1.29
Ground floor framing,Structrfloor flooring 3600 X 800 X 19MM internal floor extension,Mat,m2,686.17,1,Benecia 2022-23 x1.17
Ground floor framing,Studs (90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,each,1103.41,1,Constitution 2024-25 x1.10
Ground floor framing,Studs (Framing 3.0m x 90 x 35 Load bearing),Mat,each,25.16,1,Hilda 2021-22 x1.29
Ground floor framing,Studs (Junctions and Jambs 2.7m 90 x 35 mgp12),Mat,each,22.81,1,Hilda 2021-22 x1.29
Ground floor framing,Studs (Junctions and Jambs 3m 90 x 35 MGP 12),Mat,each,961.85,1,Hilda 2021-22 x1.29
Ground floor framing,Studs (LOADBEARING 90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,each,682.21,1,Constitution 2024-25 x1.10
Ground floor framing,TP timber column,Mat,Allowance,446.59,1,Benecia 2022-23 x1.17
Ground floor framing,Top Plate (Framing 3.0m x 90 x 35 Load bearing),Mat,lm,579.78,1,Hilda 2021-22 x1.29
Ground floor framing,Top plate (90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,lm,9.35,1,Constitution 2024-25 x1.10
Ground floor framing,Top plate (LOADBEARING 90x45 MGP12 with 3m STUDS - FRAMING RECIPE),Mat,lm,9.35,1,Constitution 2024-25 x1.10
Ground floor framing,Use recycled timbers for the pergola's where possible,Mat,Allowance,1134.9,1,Benecia 2022-23 x1.17
Hire Items and Scaffolding,"Delivery, install, dismantle, removal of full perimeter scaffold with a top working deck height approximately 1 metre down from roof line and 2 metres of handrail for edge protection and additional working decks in 2 m increments",Sub,Allowance,2696.41,1,Constitution 2024-25 x1.10
Hire Items and Scaffolding,"Miscellaneous hire equipment concrete cutting saw, tools and machinery",Mat,ea,525.02,1,Hilda 2021-22 x1.29
Hire Items and Scaffolding,Miscellaneous hire equipment tools and machinery,Mat,Allowance,219.52,2,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10
Hire Items and Scaffolding,Propping and lifting equipment,Eq,Week,102.68,1,Hilda 2021-22 x1.29
Hire Items and Scaffolding,Roof edge protection system installation,Mat,lm,29.25,1,Benecia 2022-23 x1.17
Hire Items and Scaffolding,Tarp Hire,Eq,Allowance,233.48,2,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10
Hire Items and Scaffolding,Temp Power Pole including erection,Eq,Ea,351.0,1,Benecia 2022-23 x1.17
Hire Items and Scaffolding,"Temp site fence hire including erection & dismantle,",MatLab,Allowance,81.27,2,Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Hire Items and Scaffolding,"Temp site fence hire including erection & dismantle, pool fence",MatLab,lm,76.05,1,Benecia 2022-23 x1.17
Hire Items and Scaffolding,Temporary Power Pole per week,Eq,Week,906.75,1,Benecia 2022-23 x1.17
Hire Items and Scaffolding,"Trestles and plank systems, scaffold hire, edge protection including erecting and dismantle",Eq,Allowance,422.92,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
House raising and shifting,Additional steel beam and two posts added to house structure as per engineering advice,Mat,Allowance,3618.81,1,Benecia 2022-23 x1.17
House raising and shifting,"Lift house, Install structural steel member's as per engineering plans,",Sub,ea,22410.82,1,Benecia 2022-23 x1.17
Insulation,BETWEEN FLOORS INSULATION (UNDER FIRST FLOOR NEW DECK ONLY- AS MARKED ON PLAN),Mat,Ea,263.72,1,Benecia 2022-23 x1.17
Insulation,BREATHER TAPE UP,Mat,each,292.5,1,Benecia 2022-23 x1.17
Insulation,Between floor insulation batts R2.5 HD Acoustic,Sub,each,1243.6,2,Hilda 2021-22 x1.29
Insulation,Ceilings -  Batts ceiling - glasswool - R 3.0 - 140mm thick,Lab,m2,13.91,1,Carberry 2025 x1.04
Insulation,Delivery,Sub,Ea,88.0,1,Constitution 2024-25 x1.10
Insulation,EXTERNAL WALL INSULATION (TO NEW ONLY)- AS MARKED ON PLAN,Mat,Ea,1118.29,1,Benecia 2022-23 x1.17
Insulation,External wall insulation batts to new only R1.5,Sub,each,1104.24,2,Hilda 2021-22 x1.29
Insulation,FIRST FLOOR WALL WRAP (TO NEW ONLY),Sub,each,434.07,1,Benecia 2022-23 x1.17
Insulation,FLASHING 300mm,Sub,each,105.3,1,Benecia 2022-23 x1.17
Insulation,FLOOR INSULATION BETWEEN GROUND & FIRST FLOOR (NO OVERHANGS - AS MARKED ON PLAN),Mat,Ea,1605.24,1,Benecia 2022-23 x1.17
Insulation,GROUND FLOOR WALL WRAP (TO NEW ONLY),Sub,each,176.69,1,Benecia 2022-23 x1.17
Insulation,"INTERNAL WALL INSULATION (TO FIRST FLOOR BED 2,3 & BATH- AS MARKED ON PLAN)",Mat,Ea,502.28,1,Benecia 2022-23 x1.17
Insulation,"INTERNAL WALL INSULATION (TO GROUND FLOOR BED 4, MPR, L'DRY & BATH- AS MARKED ON PLAN)",Mat,Ea,716.74,1,Benecia 2022-23 x1.17
Insulation,Internal Walls - Supply & Install Wall Batts,Lab,m2,9.96,1,Carberry 2025 x1.04
Insulation,NO ENERGY EFFICIENCY REPORT SUPPLIED WITH PLANS. ASSUMED R2.0 (90mm) Glass wool Insulation Batts to suit all external wall areas.,Sub,m2,210.98,1,Constitution 2024-25 x1.10
Insulation,NO ENERGY EFFICIENCY REPORT SUPPLIED WITH PLANS. ASSUMED R2.0HD (75mm) Glass wool Insulation Batts to suit all between floor areas,Sub,m2,380.5,1,Constitution 2024-25 x1.10
Insulation,NO ENERGY EFFICIENCY REPORT SUPPLIED WITH PLANS. ASSUMED R2.5 (140mm) Glass wool Insulation Batts to suit all ceiling areas below a roof,Sub,m2,1032.92,1,Constitution 2024-25 x1.10
Insulation,OPTION 3 Quote Number: T06899,Sub,Allowance,8533.92,1,Hilda 2021-22 x1.29
Insulation,Perimeter Walls - Supply & Install Wall Batts,Lab,m2,9.96,1,Carberry 2025 x1.04
Insulation,R 1.5 EXTERNAL WALL INSULATION (TO NEW ONLY),Mat,each,745.95,1,Benecia 2022-23 x1.17
Insulation,R 2.0 BETWEEN FLOORS INSULATION (UNDER FIRST FLOOR NEW DECK ONLY),Mat,each,223.18,1,Benecia 2022-23 x1.17
Insulation,"R 2.5 HD ACOUSTIC INTERNAL WALL INSULATION (TO BEDROOMS, L'DRY & BATH - NEW WALLS ONLY)",Mat,each,102.06,1,Benecia 2022-23 x1.17
Insulation,R 3.0 ROOF INSULATION ONLY (TO NEW ONLY AS MARKED ON DRAWING),Mat,each,319.06,1,Benecia 2022-23 x1.17
Insulation,R 5.0 FLOOR INSULATION BETWEEN GROUND & FIRST FLOOR (NO OVERHANGS),Mat,each,1375.92,1,Benecia 2022-23 x1.17
Insulation,ROOF INSULATION ONLY (TO NEW ONLY AS MARKED ON DRAWING),Mat,Ea,444.37,1,Benecia 2022-23 x1.17
Insulation,Roof insulation batts only to new only R3.5,Sub,each,219.3,2,Hilda 2021-22 x1.29
Insulation,STRINGINGS,Mat,each,270.74,1,Benecia 2022-23 x1.17
Int. Cleaner,Internal professional clean including windows on completion,Sub,Ea,556.09,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Int. Cleaner,Internal professional clean including windows on completion,Mat,Ea,1021.79,1,Constitution 2024-25 x1.10
Int. Cleaner,Internal professional clean including windows on completion. Estimated,Sub,Allowance,2340.0,1,Benecia 2022-23 x1.17
Int. Cleaner,Professional Cleaning. Actual,Sub,Allowance,2194.92,1,Benecia 2022-23 x1.17
Internal Linings,"Adjust and move bulkhead in hallway, outside of bathroom into hallway to allow for ductwork into media room",MatLab,each,638.0,1,Constitution 2024-25 x1.10
Internal Linings,Bed 3. Remove picture rail and replace 9 VJ boards with joints and replace with recycled VJ,MatLab,Allowance,82.5,1,Constitution 2024-25 x1.10
Internal Linings,Built Homes Labour to install Plasterboard Sheeting in Garage,Lab,ea,76.28,1,Constitution 2024-25 x1.10
Internal Linings,"Install HMR MDF VJ sheets to kitchen/pantry interior walls & MDF VJ sheets to dining/lounge, bed 2&3",Lab,Hour,64.49,1,Constitution 2024-25 x1.10
Internal Linings,Lower bathroom ceiling to be changed to 2400mm to allow for AC ductwork,MatLab,each,1276.0,1,Constitution 2024-25 x1.10
Internal Linings,Lower hallway / entry bulkhead to be removed / raised to match main hallway height. (Bulkhead at stairs),MatLab,each,638.0,1,Constitution 2024-25 x1.10
Internal Linings,Master suite western wall insulation,MatLab,Allowance,96.62,1,Constitution 2024-25 x1.10
Internal Linings,Raise laundry ceiling height to match hallway side. Approximately 2620mm,MatLab,each,1276.0,1,Constitution 2024-25 x1.10
Internal Linings,Supply HMR MDF VJ sheets to interior walls in kitchen/pantry,Mat,Ea,160.67,1,Constitution 2024-25 x1.10
Internal Linings,"Supply Regular Moisture Resistant MDF VJ sheets to dining/lounge, bed 2&3",Mat,Ea,2952.22,1,Constitution 2024-25 x1.10
Internal Linings,"Supply, Fix, Set and finish, 10mm SpanShield to Ceilings on ground floor and first floor",Sub,Allowance,3241.35,1,Constitution 2024-25 x1.10
Internal stairs,Supply and install internal stair and balustrade,Sub,each,9619.74,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10
Internal stairs,Supply and install internal stair and balustrade,Mat,each,3498.3,1,Benecia 2022-23 x1.17
Internal stairs,overlay in European Oak flooring and polished to match in with the upper level flooring,Mat,Allowance,5835.96,1,Benecia 2022-23 x1.17
Joinery,Addition of 3x drawers to master WIR cabinetry,Sub,Allowance,550.0,1,Constitution 2024-25 x1.10
Joinery,Back Charge for Dishwasher Hose -,Mat,ea,81.37,1,Constitution 2024-25 x1.10
Joinery,Bay Window Box in media room,Sub,Allowance,1460.0,1,Constitution 2024-25 x1.10
Joinery,Bedroom three cabinetry,Sub,Allowance,2200.0,1,Constitution 2024-25 x1.10
Joinery,Bedroom two cabinetry,Sub,Allowance,8199.99,1,Constitution 2024-25 x1.10
Joinery,"Build and install cabinetry as stated requested in the plans and schedule. EXCLUDED IN THIS CATEGORY. APPLIANCES, SINKS, TAPS, ELECTRICAL, PLUMBING, SPLASHBACKS, DUCTING RANGEHOOD, MIRRORS, BULKHEADS, LOWER LEVEL LINEN",Sub,Allowance,1.1,1,Constitution 2024-25 x1.10
Joinery,General inclusions: - 2 Pack double step door - Blum hinges - DTC soft closing drawers - Builders range handles - Standard white melamine carcass - Upholstered seating allowance is pending material selection.,Mat,each,1.17,1,Benecia 2022-23 x1.17
Joinery,Hand painting allowance. Base labour rate $75 p/h excluding mark up and gst.,MatLab,Allowance,8995.25,1,Constitution 2024-25 x1.10
Joinery,Hand painting allowance. Base labour rate $75 p/h excluding mark up and gst.,Mat,Allowance,4790.5,1,Constitution 2024-25 x1.10
